seller_id,TotalFreightCost,TotalShipments
582d4f8675b945722eda7c0cb61ba4c7,980.97,71
b17b679f4f5ce2e03ce6968c62648246,980.18,51
d566c37fa119d5e66c4e9052e83ee4ea,979.22,73
6fc26fe110feebd80a433e1f012a84f9,977.19,72
1b8356dabde1d35e17cef975c3f82730,970.23,60
8bd0f31cf0a614c658f6763bd02dea69,967.98,35
070d165398b553f3b4b851c216b8a358,967.94,38
83e197e95a1bbabc8c75e883ed016c47,961.33,54
d93919c944be9cff128f6c9cb899eacb,957.31,33
b410bdd36d5db7a65dcd42b7ead933b8,950.81,42
65febd49fd28ec955651299159b1f527,948.67,38
abe42c5d03695b4257b5c6cbf4e6784e,947.55,49
db2956745b3a8e9f3785c99f34b5d25e,947.26,46
c66dccfb3f109511246da627dd5a2498,944.74,44
116ccb1a1604bc88e4d234a8c23f33de,943.44,73
4da0e408c99d2fdc2126dc9fce518060,938.73,54
beadbee30901a7f61d031b6b686095ad,937.54,68
432c37c9dfba871172ec162e20118b8c,934.93,55
729b2d09b2a0bdab221076327f13d050,934.7,60
835f0f7810c76831d6c7d24c7a646d4d,932.05,48
ea67327e24487bdfac5fbfa37ea124df,930.1,34
834f8533b2ecb6598dd004ff3de7203a,926.31,45
6fa9202c10491e472dffd59a3e82b2a3,925.01,3
45ba18c210d42734ec52c0c1c574e9ee,924.33,38
6338ea67c41078a46ad99cc009654956,924.3,44
d57e18d5f73c7ccb7f7339b61166898d,923.49,63
b839e41795b7f3ad94cc2014a52f6796,920.93,36
5c030029b5916fed0986310385ec9009,915.5,10
ef990a83bbea832f36ebe81376335aa8,914.65,44
83deb69e889cf80f82be1dc6d5f2d486,913.64,42
cee48807215b30a12ca2ca10ffb5f250,913.29,40
ad420dd0c4f92f8af951ac24b86d0cf5,913.11,46
602044f2c16190c2c6e45eb35c2e21cb,909.76,55
13d058e4eeac2ce8217660b2f8a05812,907.59,22
2b3e4a2a3ea8e01938cabda2a3e5cc79,905.95,54
fcb5ace8bcc92f75707dc0f01a27d269,905.49,70
406822777a0b9eb5c50e442dd4cd3ec5,901.12,46
75fbb52eda0cbc24f479d3b2fbfa8d3e,900.26,41
3bb548e3cb7f70f28e3f11ee9dce0e59,896.79,53
ff1fb4c404b2efe68b03350a8dc24122,895.95,49
ec4608a1f76453166bb312b2968aeaf4,894.55,29
f680f85bee2d253556ac91be391d2c82,893.42,54
c68fb906c8f4b4b946d8386bfa6e5467,892.45,48
977f9f63dd360c2a32ece2f93ad6d306,891.85,24
643214e62b870443ccbe55ab29a4dccf,891.48,66
1c5e4e49b9079480255b49d50aac1aa9,889.61,12
52d76513f0c4d97f3b99570e2c94ee31,889.26,28
594f9aaa48e5bf431f011ddc5669b0d5,887.61,38
bccf933e006e9b94a6184af782963e77,884.47,46
3f3486b61f45078d4f31ee5e43d8c5bb,883.4,39
fcdd820084f17e9982427971e4e9d47f,881.75,27
3ab971ce71839580d2ae5b4e40fe8044,880.25,37
6061155addc1e54b4cfb51c1c2a32ad8,879.91,33
058fd0aa2bfdb2274e05e1ae971dabb6,878.88,63
0c7533c71df861ec58ad7ff999ed0e8d,874.21,73
f789d2c4f2c2eb38fc4373e7a4b35264,869,49
45d33f715e24d15a6ccf5c17b3a23e3c,864.98,58
52f976b17ea7f2f087f56dcc419328f6,862.65,6
63b464dbf392c7b80d12d932fa7cafed,860.84,38
1b938a7ec6ac5061a66a3766e0e75f90,859.65,31
cb41bfbcbda0aea354a834ab222f9a59,858.66,11
ea566164622c6b439516ab18062c42cd,858.56,52
6f892e20a171e98efe17fdb971ff319b,857.49,50
c013e57c075a06e5b5c48ee03c525719,857.11,45
72c5da29406b4234927b81855e7b64f6,853.78,31
1ce3ae5a399804d1a87e706f8a813c3e,853.69,44
94e93ce877be27a515118dbfd2c2be41,853.46,34
382229d1e840115ffe3dbf5ff460e417,853.27,48
d650b663c3b5f6fb392b6326366efa9a,852.11,57
31ae0774c17fabd06ff707cc5bde005f,850.82,11
55a5b51f93f2b70ea513f5a047b0262a,847.08,41
b56906f7fd1696e043f1bcce164c487b,846.93,42
eed78ac17f7f795a19a709745f00cd4e,846.34,56
610f72e407cdd7caaa2f8167b0163fd8,844.29,17
4c03b9dd4c11ee2cb35c96c49efc9420,843.73,48
8a130737016f838139d31878787a39c9,842.29,62
f67efa3f0b6761102a7f8c6b7b571f5d,841.49,32
efcd8d2104f1a05d028af7bad20d974b,840.31,50
240b9776d844d37535668549a396af32,839.56,35
ad97a199236354e53fcd91a5a913e9a2,837.17,17
d13e50eaa47b4cbe9eb81465865d8cfc,834.5,68
23c38debaffe4a25a30fdbd9b586a13f,834.38,46
2a7dc43cecabf23403078e2188437d1d,833.71,54
f1fd5ab1181f827ffad998c1a5de7d74,831.97,15
02f623a8eb246f3c5f7c2f96462654e6,829.63,44
54219883e72aad869adfb2a54b7bfa0f,829.55,5
3586b8580d9c917874e053a1bb37b5ff,827.65,43
04aa0a1c5ce6b222003403a3e11c3cc0,821.51,17
f9244d45189d3a3605499abddeade7d5,820.72,20
cb3dd9ce66268c7a3ca7241ac70ab58c,820.35,50
c9aafcd0621b2207c10e32c649cada4d,817.29,47
989becdce12ebc39863c2bceab6f3ca1,814.52,15
56642bcb79900e777d68e91915cb4267,814.15,56
b74d1c09cb380e1d03a6f859c6f4224b,809.97,38
c26a2be5b53b7db6b276280da212a779,806.85,18
a3dd39f583bc80bd8c5901c95878921e,804.35,37
f7496d659ca9fdaf323c0aae84176632,804.26,26
aae3bfea055532c57fb453ed3ec80b30,799.25,50
ec8879960bd2221d5c32f8e12f7da711,798.76,35
b18dc380845b24038cfc48006478f099,796.87,48
b4a476fbd28de64b1e347abf9089366a,796.07,35
6ec1a01e866584bb679eb9b098345919,795.85,31
ae7ab174effdead6c241e547e4ca13f0,795.46,7
3d8fa2f5b647373c8620330c4e077a9f,793.98,47
f214d28e8d8e3ef068748498ccc2f813,785.41,57
0cbcee27c791afa0cdcb08587a2013a8,783.53,39
b2ac621f0d0322434d04a12b078b9369,781.39,30
20cb7c2fde3e5bf10f0bbe7394e1c6a9,780.15,50
d03698c2efd04a549382afa6623e27fb,779.15,21
002100f778ceb8431b7a1020ff7ab48f,778.56,54
bbf9ad41dca6603e614efcdad7aab8c4,776.26,14
17306570e772e7718c92a562d33f5f1d,775.91,30
13074f016982ff2bd6c58ced8682f000,775.66,14
3481aa57cd91f9f9d3fa1fa12d9a3bf7,774.14,25
b1ac6ea7895bc3dd6f0f6f4abbdd2821,772.36,38
d9bd94811c3338dceb4181f3dbc0c73e,771.09,61
bacb1f0ed56ad24198f5810d2b3fe9a5,769.65,38
6df688df543f90e9b38f4319e75a9d88,769.44,55
42bde9fef835393bb8a8849cb6b7f245,767.37,39
81f89e42267213cb94da7ddc301651da,766.18,52
276677b5d08786d5dce7c2149dcce48b,765.25,45
6bb0724edf0b62fb91ac404873a97241,763.52,18
b347677812ea483b0f528eaf8cbc09b7,762.35,21
4aba391bc3b88717ce08eb11e44937b2,760.56,28
994f04b3718c2bab35c2adfa8afecd2a,754.65,55
2d50d6282f8aa2257819a77bfaa0efe0,754.17,43
575df70bde3f9f2b30bf8d2e9910d725,753.37,34
3340ef1913fb70d28420f6ceb685c339,750.4,42
058cb5aeb36d7c0fcae20fc85d5e0a59,747.82,12
6a51fc556dab5f766ced6fbc860bc613,747.14,31
5abb8ea023c77787f2c15da891c8d384,746.2,13
e5e33c0d8e7e002f398f5dc4cbbb338f,745.95,27
e0a366315b1b726b6c7832d664c0f530,745.08,51
bba74270a87732727b5a3b4fd9ac1c39,743.74,40
e7d5b006eb624f13074497221eb37807,741.49,63
5882820ef11c4c068eea0677a7a879b4,739.31,14
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,737.97,42
6b90f847357d8981edd79a1eb1bf0acb,737.65,47
96804ea39d96eb908e7c3afdb671bb9e,737.25,39
4b5f66b7adcf57f1ecc0d3c07dd6b177,734.18,38
cd06602b43d8800bd0afad514919d35c,732.54,52
8ed8ea9a57c862f2c18c2fe41f601d56,731.07,19
a6fe7de3d16f6149ffe280349a8535a0,729.54,51
cac876b37d3abcd6bd76caca30277996,729.02,33
6a0cbc8af2e8abd1bdfb777943d174c6,729,34
ffdd9f82b9a447f6f8d4b91554cc7dd3,727.46,20
2a1348e9addc1af5aaa619b1a3679d6b,727.37,51
52ac6f920b7280e4c6d30dd94de6259b,726.59,7
e9511df20ccd82658a30c37b7fb343af,726.5,30
d9a84e1403de8da0c3aa531d6d108ba6,723.85,58
a2b5b6105ea5942300631d2e76f4ffe0,722.65,16
dfc5fb7259bb2b599ca565e6e9448f0f,721.35,34
3c487ae8f8d7542beff5788e2e0aea83,719.65,33
8d79c8a04e42d722a75097ce5cbcf2ef,719.43,27
d25aa0aaacb370e912f8cf6efeba38b3,714.68,21
e96498ed8daaa3e9c23f7a62da76591c,713.1,34
c510bc1718f0f2961eaa42a23330681a,710.45,12
ede0c03645598cdfc63ca8237acbe73d,708.3,47
ed4311e67debd72b8610a5347a743087,706.81,26
25cf099de44674fde97473224f9d59ab,705.19,50
0725b8c0f3f906e58f70cbe76b7c748c,703.95,36
4559697a8f7e637227c2eeaed843baff,703.22,39
099095b050cfe8eb1ddff5317587e96e,702.09,19
817245bcc3badd82bbd222e0366951a6,699.23,44
c60b801f2d52c7f7f91de00870882a75,698.44,39
cd843d4cf8ef32827de0396605163ba3,697.56,5
05feb94f19d094d4b0f9281f0b1d4c99,697.04,6
2745f798279e0ed033addcc1474776d7,696.46,32
38e679b9e0064cd94c6f035707344dae,692.47,28
bf3c6d2a28b2b5501e6c15448982dcc9,691.65,43
66dc1b1632bd6a3e508510c5b3492107,689.71,41
138dbe45fc62f1e244378131a6801526,689.24,58
3504c0cb71d7fa48d967e0e4c94d59d9,687.37,53
113e3a788b935f48aad63e1c41dac1bd,686.6,48
f593898ec748b7a8cb81fc04edafd98a,684.31,22
3c03b12bab54d8b37d79d914bfdb1aa0,683.43,43
7fc87cc3e89b3d1d5cabdca32f8485aa,681.92,14
655220df33262c7e0c4949a147366f94,681.53,15
8b2492b7ff4468839593fafeed55bad9,676.18,45
d71d863e5ef30d94e440c11be17dcd8f,673.19,30
cfd7ddab722b902f7ac5b5f3ba6d723d,673.08,13
7b0df942f46435babab05d49b744b2c4,672.15,32
3f995f07c49d0d55a99d5c54957f7d81,671.5,43
0ed6ce5d87fd9c69eaacaeb778d67235,670.78,42
e38db885400cd35c71dfd162f2c1dbcf,670.75,32
f326006815956455b2859abd58fe7e39,666.02,30
15aac934c58d886785ac1b17953ea898,665.7,26
5b179e9e8cc7ab6fd113a46ca584da81,665.64,36
78c99c6dff4eeae5be99bf635ed21e3f,664.89,39
a1474fd46fd3430168f7ec202da39408,661.02,14
054694fa03fe82cec4b7551487331d74,660.24,21
dd55f1bb788714a40e7954c3be6df745,659.42,37
5cbbd5a299cab112b7bf23862255e43e,659.15,38
40db9e9aa57f7bb151bcda6b0f9bdbb7,655.99,12
1d4587203296c8f4ad134dc286fa6db0,654.41,41
20d83f3ef0e6925fd74bfd59170babf7,653.61,54
26d8a1c7c75d513045798992ead43aa2,653.33,36
5a93f3ab0ef4c84ed5e1b5dbf23978bc,652.94,43
d1ef48b38baca7e831711c4a0aeb398f,652.64,34
c8b3445d737de6befde0c88ede534a5e,651.75,36
93dc87703c046b603023e75222018b45,648.99,34
d51e0a403fe2e689ece6c73359d96e12,647.57,25
07bf9669d84d1f11be443a9dd938f698,646.22,24
e48b04bf1aa1ef711caebeb7aede6180,645.63,25
e63e8bfa530fb16910dd6956e592bb81,645.41,42
c35affa65afd250151285c5917fc1c8a,644.84,8
0417b067eeab773d2f7061a726dc477f,642.57,13
2089a6d640999f9b9141ac719b2af596,640.61,41
e99e927c81e3f51739c94fcdfca9f10f,639.08,24
30829ded4523ab9224b93bc49a62c95f,638,31
a6bd7d1ccdac48c6b33b28596b7eb122,637.8,15
3361277dc30b7cccdb0c286b24219756,635.85,42
271c58a1d139c45eaf3316107c6d3a3b,634.92,27
718539d38d07dd351c76db862760e2e2,634.6,43
06532f10282704ef4c69168b914b77be,632.8,8
2a6fbeaa7ab9e5d59a35841a8da71ce4,632.49,30
b90e891671cffd9557f33a97dc523645,632.31,39
8f78f0903005064036736c7173a5c2ed,632.25,21
014c0679dd340a0e338872e7ec85666a,628.31,15
f12ff17ad8bbf01ec5c33b17e506649b,627.88,28
31561f325664a8a7aba4c8d0c3a9b3db,627.17,38
e06f09ec0a4aca210779cf1cfc63cf19,621.92,31
7901646fdd36a55f564ffaf2dbccaaf7,621.75,27
71039d19d4303bf9054d69e9a9236699,621.45,38
5b67882648febfb6e1225e6ad7164f6b,618.94,30
1dc2de47ee26a0a5b12dc14fd6dc0dea,617.2,27
0bb738e4d789e63e2267697c42d35a2d,616.94,30
a369d693961cb93b61ca2cc518872a85,616.79,18
adcf50477d6a1f5d91bb9d54c4903cb5,615.77,31
0ebd97a106433a45a4aebe57c1799778,614.88,32
1caf283236cd69af44cbc09a0a1e7d32,612.65,37
6e386f64c84e482f0b9abf960797ee1b,611.51,29
c731d18cea9bf687ffee82a241c25b11,610.65,26
8c3b533c63cca56240f94f1e3a6b18ef,610.32,5
ed4acab38528488b65a9a9c603ff024a,610.31,40
edf96ef93ed595084bbcbd9224bd2894,608.78,28
3c4e0452bff7a2a788179488d3d77032,606.12,36
02d35243ea2e497335cd0f076b45675d,605.95,16
f0837c8d71434931d9e38e7b79234797,602.46,23
784ba75dd9d20200c4caed3d7a77141a,600.02,22
cd6efc47efaabf134f8bdb654e10b4f1,598.61,32
d8c7ba53e7e38711eaef8c2849d6d2e1,597.47,22
5f3ae9136c875522250f8184f253413a,596.72,45
14a08204d03bb6b6bde8029f801ae0eb,593.7,38
8ab42aa58097fd4668d60cc648225d5f,593.64,26
af4a0e4cfe1d9c26b6712b1be25a72e5,593.62,26
c8467937e403e76a8ee9f0ab13f6f5ef,588.95,33
daeb5653dd96c1b11860f72209795012,588.89,39
5bc24d989e71e93c33e50a7782431b0e,588.53,17
f76a3b1349b6df1ee875d1f3fa4340f0,588.19,24
7ecd59e5e20407131822c1a68ac59c1f,587.81,29
a44fb5a447105f8469bdf16bf9159f25,586.61,19
23a0ffca143a15b9b5bbdb7d552f626a,585.77,24
1771297ac436903d1dd6b0e9279aa505,585.16,36
0ffa40d54288e4f3499b8780dd0f144f,583.67,35
157c3e4b42f81ac4a44e8b1ca2fe9876,583.32,31
b8555308bfdb4ca1ed54325a58da9a97,582.83,28
cc3d14116804f7209f3884f6367f1152,582.79,30
5670f4db5b62c43d542e1b2d56b0cf7c,582.56,22
51702dc2a3e106c76dbff722b5bf0726,581.94,14
eb3071b9f0b0ddaa2df5ea130f09f26b,581.42,11
1fe5540d7c1c37a595fefbacd5570d9e,581.15,25
02f5837340d7eb4f653d676c7256523a,580.83,30
55bb6fe5bebe5012e2d7d9928e1128ff,576.47,16
01fd077212124329bac32490e8ef80d9,575.36,39
49067458c68f7701fd334ce326accbe0,573.85,37
4e06067cc08b3f41d837768d392c3ee3,572.53,46
5b581417df4480f632484ba681e53944,572.41,12
c6381d2d013342748761e906d45aff76,571.28,28
f00e21b1e91a79653163b7fd8f293ff1,570.97,31
df560393f3a51e74553ab94004ba5c87,570.11,27
33576ec5412fb5905d876f12f33bfde6,569.98,32
d624126b9206f595fb3fbb6ba03b28a8,569.7,28
7238a95bb63ef7e498389fb863b834a1,569.41,15
c4d51195486dc781531876a7d00453d8,569.37,17
9b00ed88b7fdb95d6ff76e27c1b52d16,567.8,50
15cd6eefe58588619aaed41dfa6621b1,566.12,18
6b333a05bf188ef3e1f1662a86bd9855,563.97,13
4c498c7345e89aebad651544829beca0,561.39,47
a938325a4b357fd23a6a4d5bb126408e,560.81,25
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,558.71,16
43f8c9950d11ecd03a0304a49e010da6,557.63,41
5b0cc932433fa5184b5b94bfe6bcc256,556.29,17
5f5b43b2bffa8656e4bc6efeb13cc649,555.45,29
14d7985702e72162bbf13b6beb74ab2b,554,38
7f152321c60a266edc53af1925ef96c1,552.12,20
2fdde51ad3e12f297da656d4fbd5d0b5,551.92,9
430315b7bb4b6e4b3c978f9dfa9b0558,550.16,20
2709af9587499e95e803a6498a5a56e9,549.73,46
3fd1e727ba94cfe122d165e176ce7967,548.49,36
6a38087bc8ad4f89ff453561005f6dea,547.92,22
b335c59ab742f751a85db9c411a86739,544.93,31
2199e7fe213c16213bf5d6a7eadc9a5d,541.81,30
40d54b51e962dbe09cabbcfd33298dee,537.69,31
270297ead4c65a6cd2593960d2af6b21,537.36,19
7139dc5186aa238b006e066d8fbab2e4,535.93,24
7f7b8245c336066a1f9933c359f11d77,535.87,43
4b0fdb526525f9890eb145bf1534640e,535.21,20
9baf5cb77970f539089d09a38bcec5c3,531.66,32
fbc14c0cf93505ef89f64665ffa4a7b5,531.11,18
d3f39f05462b79a4562d35893a28f159,529.97,37
272f092de69afedd4d2969440b37f18f,528.13,39
822bad9bc42b51213ba522fe87b7ab5d,527.34,18
888faa8bfb0b159c37de6d898b961c31,526.7,23
dc8798cbf453b7e0f98745e396cc5616,525.95,43
06df0c10d34e459d9672bc77388742eb,525.77,30
5d3bb11474a06bdc23fb9e89f1164ee0,524.22,32
1f1bb1f0859883505541bdd6606193e5,522.03,29
d93844a9c55ba7ce353388bcf849ea56,521.02,14
850913d59ce317156b00f3705f1c3edb,518.9,30
42fa4ee7240e9b8eb4576358ec142ba7,518.77,22
2e13c71026e1a39ba5cc1b86dcb679aa,517.21,28
e0878efa0e0b7e5313ac0b43bc04c081,517.13,28
ffa6adafb71b807dc13159e26431354c,516.48,17
e81e1f9c3e762e620f3fb60a51499e16,513.5,18
9803a40e82e45418ab7fb84091af5231,512.63,18
412a4720f3e9431b4afa1476a1acddbe,511.06,22
fad44952713764836814be105382aee5,507.88,32
d17f467e4bf608a510c20d82f4ba3b6b,507.53,11
9dda5bbacd45e18d6485fee649205d09,506.73,22
731ef20c231d9a7103a425e83fd91271,505.6,3
4bf2f4ee540798a61f9636d12cd9cc80,505.45,30
5debea795b07621e1f90532e18f96145,504.35,33
d5ba419e26d246a0719437cf37d9b46d,504.3,34
18e694e0e48ed6f7aa3f24aade5fd697,504.23,34
8cc6a0e5738e61a87b03c78b2ba9db4b,503.9,24
d97df38225e5abadaff1e72cb72b823c,501.55,28
17908cf9b444ee34047cadd5c0f4a516,501.42,11
f4db9b37944bcb8873e6b456ee190bbf,500.16,22
fcf16b7a8697e559f0123190bb30177d,499.77,7
0885aaf116795758dfeb5f1032487bcd,499.04,29
5c6d4016c2a288f074fa0848a2b653d2,498.13,34
974cf2cb8f4b7add98709c30df02fe10,497.2,30
21e83881401b92b49fb09a16d3852291,497.03,13
9906e7aa42a3c067b7c9a564d01c4320,496.6,16
f08a5b9dd6767129688d001acafc21e5,496.11,18
f63d8f293af3a6454377546bd9dd19ff,495.13,28
198c7ea11960a9844b544d9bcdca860c,491.63,25
8603f0038fe0e52fedd3382d266723de,490.12,10
33ac3e28642ab8bda860a2f693000e78,490.09,35
973f21788dfab357250f69a8dcb7ddee,490.03,19
4200ddf1967c5e41e48db62bc6d4b5ac,487.93,42
66e0557ecc2b4dbea057e93f215f68d8,487.42,30
6c12e40690c335dbc2f68a4134d30dc1,485.06,18
7fdb0720c8d7c9075538b365dc8c3a22,484.31,10
fce62094ffe6a4009188ec44e681dfdd,482.93,11
2a61c271b1ac763450d846849783e922,482.27,22
2d2c62bef4c8ba0dd74e0e228e808539,481.48,16
3785b653b1b82de85ab47dd139938091,481.27,24
960945e1a9535cbc0cd6ddd35fbe7ae8,479.8,29
37dd29b36c458d82f74a953c40c43645,479.44,8
5160d23075764e18e07c1f4a87fad743,478.64,38
02ecc2a19303f05e59ce133fd923fff7,478.21,24
916c9de0b5ad957346eeeb12f332687e,477.77,27
54c04bdb5ec46762f8f08c7e8f86ed4a,476.12,19
b3b17aab11f273023a5f22ca52e1eb70,475.35,13
bb135baca94c82fcb731335ad5b04a03,472.88,38
ce69a8021d18961dd2a40269b7c2c293,471.05,19
013900e863eace745d3ec7614cab5b1a,469.67,26
af3ef48d0e13835e529c29ac573c63e5,467.5,21
fb89df7f89fd1b8f03fa2acca1ba7364,467.43,25
845e8036c3f7bf62099352f5ed910240,460.64,24
df56d7b40d437f88407c5f78b63bc328,460.22,25
79ed755314cfe6df0daef2c6cd3022cd,459.16,25
094ced053e257ae8cae57205592d6712,459.03,19
c8417879a15366a17c30af34c798c332,458.15,35
7b1222c3624aa89b9558b50a2594188c,457.57,22
57c764b4a836300be881e2ff86e449f9,457.39,29
455c5640e8c5bd1b2ee85c0158f85727,457.39,8
e883aa812c37a7413226856f4579fe91,457.36,29
730937bf88cb151eb2eb849f642fc213,455.97,26
e89c4adbe7b1d0819dbb636e16461cf1,454.85,25
e21a1e8be4715b0fcfd5385643bc49c4,454.51,23
5bffbafbb22daf6d3bfc216a46db8708,454.5,23
1464afc72f696af775557a821c2e253f,454.42,30
d2e753bb80b7d4faa77483ed00edc8ca,454.24,15
83b08de96980757220871b31bf6cffca,454.21,7
cb5df0dcb9e280b1780e9d589889f2c7,453.92,12
66fd84ee7528c0c0de85d0f44a73d5ab,453.19,21
325f3178fb58e2a9778334621eecdbf9,451.67,46
93b9a99027bd8bd6af682aff18dd19bf,450.79,20
9c068d10aca38e85c50202e17b4a7e88,449.93,17
31da954dc0855f2495c6310f70a2f931,449.71,30
3ca08eeb8d5595949fed424bd3677742,449.1,13
671585f5a2af58b6e276bc01003c0d2b,448.11,27
397c4d0c005b6f41f90098ac724e28cb,445.37,5
681fce914360217db47784ae28905a96,444.47,24
c12b92bf1c350f3e6bf88d3596219c86,444.06,17
52562a9f449c3dc3d53f5f5b9ed74903,444.04,14
65b081a070633e057c462abdd6fb9dd8,441.58,20
3dbbce181edfaa4a597ec858c382d2ec,440.27,20
d4e12e7884759a14fa0f5f896c791cae,439.67,32
7ade73f1b9b4e965f9009a4c3a7e2c15,439.45,27
a5259c149128e82c9d6d46e0c1c812bb,438.87,8
bf84056e679dbe9c69929847a40e338f,438.5,38
679769a98cfcc6da877c8486ff1c13f3,438.39,21
cf8ab1616079e2793aa29d524df01bb1,437.56,6
95ec4458365c4d11f452ccf538377619,436.67,31
52f0fe436a347ddad7ed5f9aa4e27eaa,436.34,21
45213867cefbf2cd4c6177e10216a951,433.74,14
cf2384dd2f1dddea3f838efed0945e65,433.44,16
c9a06ece156bb057372c68718ec8909b,432.96,11
f61c63d13f7cd800549d5acdd390ae72,429.39,26
3c010235b7345c92f125d14ee232a76b,427.32,15
8090490573c6c0aa343a7231ebcb8c86,426.91,26
8931a84a914b3fe9b1ddaa4d704947ca,424.59,32
ffc470761de7d0232558ba5e786e57b7,421.09,30
1dfe5347016252a7884b694d4f10f5c4,420.04,26
4677a5437afda5fa7140b927b07be1cc,420,11
ffeee66ac5d5a62fe688b9d26f83f534,419.69,14
3935fe5fe0f82787a9dcb8deb62be09d,419.66,17
5bc55dbe2f12b6af6d83ed46023e0dc8,417.28,21
f9903dd0f812c7e771fcad47b6fff231,416.63,15
ccf8813e5a7d6c84d865cd38bfc2b130,415.79,26
9a84ba99f5367fdbd4598363496f1ea2,415.07,15
503c1de08ae81a2d86f17951b204db55,414.91,22
dfc475d54e1b6dbeeb7d7d9bdaa63827,413.76,20
e7df4cd29ab5abab70fb0783ddb53987,413.37,24
723cd880edaacdb998898b67c8f9da30,413.1,12
b37c4c02bda3161a7546a4e6d222d5b2,412.6,15
3771c85bac139d2344864ede5d9341e3,408.96,30
47efca563408aae19bb7206c2d969ea9,408.55,11
55f7a3319d80f7fdf078b8f03e6725fe,406.67,22
c64a2aec32cc408a8a4c6d7c46017f91,406.67,9
d8cf3b6a2151949f930d0252b180ec42,406.48,19
f25e239052084705e17a982bc600ab2a,405.48,8
b1b3948701c5c72445495bd161b83a4c,404.75,14
165b1235e9e9942cb5fae67103576fb0,404.65,16
11fb6f6d341adbe19e81733701704635,399.66,3
33cbbec1e7e1044aaf11d152172c776f,398.83,16
9bcdfa7b615b3abb9461d9e3ad9886ae,397.72,20
c0563dd588b775f2e37747ef6ad6c92c,397.48,28
b1fecf4da1fa2689bccffa0121953643,397.08,20
f205b1a3ca9a34e0f8a228bae6e4c7b3,396.9,8
77a515caa36327151d1cc6c32a9f00e1,396.19,26
179d859f51292aac5c10806a356f7af9,395.8,19
1976a05ecf2996d6ffb7b5430e635fe7,394.46,9
c6a7539d424a8402232c2228d7a03c5e,393.82,15
4305fe92735c8a43d154ff6dd2b8d927,393.54,19
2156f2671501a81034d7d07f217609d0,393.49,21
323ce52b5b81df2cd804b017b7f09aa7,393.35,29
659e8466eb3ff1b0e8740d74fb7bbedd,393.2,14
b1aaae6b66ad3c40f54b389d7ea4bee0,392.74,17
f08c008c8a8d31417763738a1788a2a8,392.08,21
5b2e94f2c22b39ccc24d34ad0f669672,390.36,10
7e26c750b4cb9f6766f58265ff9ebe95,388.88,27
c679fb69a36e1d8349e8c50a217b4d58,388.21,17
b9ca8e8baa5d4aa038394a700f63e69f,388.18,14
d66c11a9572221d92fbb8c4897db5f9b,387.82,16
b2a6d334e2833acea353624840e25a0e,387.61,26
8ff38bc3969e67c36c48343a07090f66,387.56,8
0d33a55da925bbf1ff02af5f6059fc7f,385.61,24
4c8b8048e33af2bf94f2eb547746a916,385.43,23
6426d21aca402a131fc0a5d0960a3c90,384.18,23
d3674f271c91f824f82d24d92011f669,383.52,20
afa6714acee029b2dfdf357e5579cc03,382.82,17
33dd941c27854f7625b968cc6195a552,380.91,5
8fdca8e349553f99bc738833a62c8802,380.88,29
a00824eb9093d40e589b940ec45c4eb0,379.49,3
411f3b52d857390502ee4e4d5ceabc2d,378.71,30
38874e327ce94d11390b96eb42d61928,378.49,6
8c5e007d7bd5693fa1386ffefbc99f6c,378.3,24
82bd0703a4aefd6b599e5bfdaed378fb,378.13,23
1c40343cc5d18c2d8248ac2f3366de34,378.01,22
8f54d64f28a993550aa7943f12572959,377.62,16
10076e5788b8ee532724bcd460baf762,377.3,26
916748bc99315c2d202898ae58b1617e,377.11,32
41da412d33e8da4f22baf55cb1bde82c,374.16,21
a36b125ac6d5fdbc7f50de85c9157bdc,373.89,25
f1ed6bd0a9b11b581f16c851c6a5a527,373.81,18
e24d3429d294b2eb200b064ebb035879,372.12,22
bc47d5d1490df2b36add65d733eafaba,372.06,22
7b8e8ec35bad4b0ef7e3963650b0a87b,372.02,5
0afccdb8a34ee5c79f7c06faf2b4d56e,371.49,24
3a1a1fec38dd360f15fc912e821e169d,371.25,15
4a1f694197d05fe70026b016a7316b41,370.98,23
4736e9d642ef4257cd7622516931eb51,370.9,20
f615fe7efbef0f4f08fd3086bc7a3e60,369.71,23
5d9dc90a686a8fddacffab6bab5653a3,369.33,12
4ebdc7e6cd6102a022dadc49156d4ea8,369.2,32
33c51922b6e3c16b24a8f28e5833c99d,368.01,20
6a8a889bde935bafa76d7848782dfaf9,367.8,30
d0d70d21e2234dd7cd3cf63fe414148a,366.59,9
5b33b527da3c5b969cc99dc435cad09a,365.55,17
6d988d6174a2c27441597174f8905515,365.47,23
c4af86330efa7a2620772227d2d670c9,364.96,4
c35672b10ad50968f567ea3f4b91e877,364.78,22
4e5725ba188db8252977a4f0227bd462,364.27,24
5011f0d93373a4c5753adf58ca77af8d,363.67,21
1ca4bdb0cd7fc48e949bac066188ed26,363.45,3
8fb791022c1fc8909664f48ab7dc636d,363.4,5
542917da124346b47ea1ac79a93ce454,363.18,20
df91910b6a03bb2e3358fa6a35e32f6f,363.02,13
7bac63f6603d382cc8d0832eb6c100a8,362.65,19
3f2af2670e104d1bcb54022274daeac5,360.58,7
6b536a23086fba0d58c08d68814397f6,359.74,22
