seller_id,TotalOrders,CanceledOrders,ReturnRate_Percentage
293dee954235e4e4e43f129313625ebe,8,NULL,NULL
2953ce3a88f5e3c3b696d77fc9e4c8eb,15,NULL,NULL
296729ffb9b684050dd24836dac4494a,2,NULL,NULL
297d5eccd19fa9a83b2630071ff105e4,8,NULL,NULL
299c89a525fee36c567f4fe72f038100,2,NULL,NULL
29c322e3f09f886f8bacbe91dfbd979e,2,NULL,NULL
29e6e05b65f93bc224c644319dc52ecf,4,NULL,NULL
29fe9f200d3fa0c668d2aa1ec7e08dfb,5,NULL,NULL
2e2f44824ab87a0cb961f68bf4073e7f,1,NULL,NULL
2745f798279e0ed033addcc1474776d7,32,NULL,NULL
276677b5d08786d5dce7c2149dcce48b,47,NULL,NULL
3076499bbc033a927bf4a8a41bcf7fd4,9,NULL,NULL
2ff6b7bff164ef05590a52734e1296da,7,NULL,NULL
2f1e7b90e01d9f086cbcb301c0c3d406,1,NULL,NULL
2f3d8b4c9e2ee165075331fea3f3095a,1,NULL,NULL
2f4b0d3b9634b647d4edee577d7ebb7e,11,NULL,NULL
2f4b9d112bfa44a214bc6cef085d17c8,6,NULL,NULL
2f73e04d12cdf0c945ded66bb3fcf6c7,3,NULL,NULL
2f74af7a0ee5636f12c2336f9fffed47,13,NULL,NULL
2f9b7ce230a057a98a9f5df5893ee36c,2,NULL,NULL
2fa13c8bd5705d279f7ed5cc9ec61c68,4,NULL,NULL
2fb25ab44bdbeae6a4d816e0d0c9d500,5,NULL,NULL
2b2fed75b8e5ea3a052fc4c0825da485,4,NULL,NULL
2b3b9ce054da76a7428df143a567b156,6,NULL,NULL
2b3e4a2a3ea8e01938cabda2a3e5cc79,54,NULL,NULL
2b402d5dc42554061f8ea98d1916f148,1,NULL,NULL
2b5ed0c9139dae8883a200dfcb272ece,4,NULL,NULL
2ba91c7ad80ff88b23b7db823b43c233,6,NULL,NULL
2bd05d410a8fd26dc4184a15f4f2f588,7,NULL,NULL
2bdb95a56a36ebbc6640337ac5eac174,1,NULL,NULL
2be17df1c49978426251562096c3cc09,16,NULL,NULL
2bf28e311bba65237358230cabac3f15,8,NULL,NULL
2bf6a2c1e71bbd29a4ad64e6d3c3629f,31,NULL,NULL
2c00c85d30361cd2ced2969cffbbffa3,1,NULL,NULL
2c2c9832d1bb38c5b0034a3b47d313ee,1,NULL,NULL
2e7ea2aafec5835e781b21d6d1faf1f1,7,NULL,NULL
2e90cb1677d35cfe24eef47d441b7c87,137,NULL,NULL
2ea0861cc19e94cad86438c984c52da4,6,NULL,NULL
2eb70248d66e0e3ef83659f71b244378,212,NULL,NULL
2ec6e37d992a95eaddb3369dcbcc76d9,2,NULL,NULL
2ee0a0689f2f6a72f35a7cb6033f6e7e,4,NULL,NULL
2eeb6531ee027a48d401e72bebdd87d3,3,NULL,NULL
2ef086a599b597572aca4433b7ed6b3d,1,NULL,NULL
2aa3443d7bf9d9bb11133f420d75e083,10,NULL,NULL
2aafae69bf4c41fbd94053d9413e87ee,2,NULL,NULL
2addf05f476d0637864454e93ba673d5,12,NULL,NULL
2b03ac196f5ed62ac483960fe0fa3b65,7,NULL,NULL
2a6fbeaa7ab9e5d59a35841a8da71ce4,30,NULL,NULL
2a73cba571d90c694b7caca072ccf6ce,2,NULL,NULL
2a7c6c0b0d5efde2bf75ec1e1cec2d41,3,NULL,NULL
2a7dc43cecabf23403078e2188437d1d,54,NULL,NULL
2a167ca73899c85001a837d8fb4962f6,3,NULL,NULL
2a261b5b644fa05f4f2700eb93544f2c,82,NULL,NULL
2a50b7ee5aebecc6fd0ff9784a4747d6,2,NULL,NULL
2a5b78b41cd05baeac8df54c6606b92c,60,NULL,NULL
270572bb714b00531be85e16e1550f26,1,NULL,NULL
2709af9587499e95e803a6498a5a56e9,47,NULL,NULL
270d3ef21830ad0ecf3a6c53d08a533a,18,NULL,NULL
271b8923c6a549e02d3c9fd1f8c0422b,1,NULL,NULL
271c58a1d139c45eaf3316107c6d3a3b,29,NULL,NULL
2c43fb513632d29b3b58df74816f1b06,3,NULL,NULL
2c4c47cb51acd5ea5db5e0ae0e26542a,15,NULL,NULL
2c538755f1ca9540af144f266e70df6c,1,NULL,NULL
2c54051840f19eca309a5423cf22df36,2,NULL,NULL
2c9005d8043aff18b8557ffb7b13cda4,1,NULL,NULL
2c9e548be18521d1c43cde1c582c6de8,174,NULL,NULL
2cb4700db635baa1c0d4f90ed27b6669,2,NULL,NULL
2cb6eb1b7185064167657fa09f541105,7,NULL,NULL
2cb98e27ce1c18abdb42209b34c382a7,1,NULL,NULL
2d20f1cd18725c91147da0791d498022,1,NULL,NULL
2d22fc3089eb907b29ebff50581fb472,3,NULL,NULL
2d2322d842118867781fc737e96d59a1,10,NULL,NULL
2d2c62bef4c8ba0dd74e0e228e808539,16,NULL,NULL
2d34636518ba88f5349b732fcf8ba2e4,1,NULL,NULL
2d378dbb39815785238c0139c7647fb7,2,NULL,NULL
2d42ebcda99fd55f6f4bc2f1ca035d50,11,NULL,NULL
2d50d6282f8aa2257819a77bfaa0efe0,45,NULL,NULL
2d518637f53161b973e01f56ea4bb88e,13,NULL,NULL
2d8cfba3fcd3170555941605edaa196a,1,NULL,NULL
2d9e8987a2ea5cf88dce330249043ff1,2,NULL,NULL
2dcf93836ae3ce0d7c93e2f10876467a,12,NULL,NULL
2dd1fb6f0e42a2243b8a01e40cd41216,5,NULL,NULL
2dee2ce60de9709b1a24083217181a1f,55,NULL,NULL
2e0dba2da448400b1c11d7b4b22f32a4,13,NULL,NULL
2e13c71026e1a39ba5cc1b86dcb679aa,28,NULL,NULL
36f98ad67cc981f50ce8aed093d5783c,2,NULL,NULL
37303482a42fb700d8d127e70a9cd6c8,2,NULL,NULL
373ee4a3a775a733770ca3f790b8b9ac,22,NULL,NULL
37515688008a7a40ac93e3b2e4ab203f,240,NULL,NULL
376a891762bbdecbc02b4b6adec3fdda,58,NULL,NULL
376d67b61dce0c990155286e7ae486a4,1,NULL,NULL
3771c85bac139d2344864ede5d9341e3,30,NULL,NULL
377bc18334c78dd2f1535ef22a3ad225,1,NULL,NULL
3785b653b1b82de85ab47dd139938091,24,NULL,NULL
37be5a7c751166fbc5f8ccba4119e043,281,NULL,NULL
30829ded4523ab9224b93bc49a62c95f,31,NULL,NULL
3092c0b297aacfb4bb6e056ebe13b9b8,21,NULL,NULL
30a2f535bb48308f991d0b9ad4a8c4bb,87,NULL,NULL
30a81d8cf85fb2ada1b1b094c9583a95,20,NULL,NULL
30c7f28fd3a5897b2c82d152bb760c17,7,NULL,NULL
37dd29b36c458d82f74a953c40c43645,8,NULL,NULL
38102b031c2a15e54623d711bfc753d3,11,NULL,NULL
381c83fdca332ea6afd896da20bf6e4a,46,NULL,NULL
343e716476e3748b069f980efbaa294e,24,NULL,NULL
3442033154be05bac582e173ef54fd12,1,NULL,NULL
344223b2a90784f64136a8a5da012e7f,1,NULL,NULL
3442f8959a84dea7ee197c632cb2df15,3,NULL,NULL
34675b28b826facfde119785bf287dc1,1,NULL,NULL
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,NULL,NULL
3492e68f37fd1df87f4f2f2ea247f445,9,NULL,NULL
34a557286ead8fe75c989e0afcf7d98c,4,NULL,NULL
34aefe746cd81b7f3b23253ea28bef39,1,NULL,NULL
34d1ca11b242c0fee2c834ae8d788566,41,NULL,NULL
34f563c82a85b99ae9e6d60db5fc2e28,8,NULL,NULL
3504c0cb71d7fa48d967e0e4c94d59d9,53,NULL,NULL
35281d148dcf7134bae913c57db4e6da,1,NULL,NULL
353e21e8bf8de2722b4fae1636664b76,4,NULL,NULL
35857757f553273b1056c1cabdace7fb,6,NULL,NULL
3586b8580d9c917874e053a1bb37b5ff,43,NULL,NULL
35b96509602ec4b7da831b5cd73ff2c2,2,NULL,NULL
35ef5aa32949680f627efec3c23e705c,5,NULL,NULL
35fb511489d9ee3ee27a76debce9df06,7,NULL,NULL
3606774ec64634822d78dc2db6d37045,2,NULL,NULL
365e445f796710c3431557e85caa25db,5,NULL,NULL
365e4bce19bda0082c3d15d83fdb8bcd,7,NULL,NULL
36890be00bbfc1cdb9a4a38a6af05a69,13,NULL,NULL
31344c16881c08a8a72c6d2eb29918c1,43,NULL,NULL
31561f325664a8a7aba4c8d0c3a9b3db,38,NULL,NULL
318f287a62ab7ac10b703ac37435a231,62,NULL,NULL
31ae0774c17fabd06ff707cc5bde005f,11,NULL,NULL
31be790e64fc99f8ff48ec2bd18a3104,6,NULL,NULL
31da954dc0855f2495c6310f70a2f931,30,NULL,NULL
31e60bf8d103ce47932a85f5562deb16,1,NULL,NULL
31eec405c9bb71dec8e2629a92e764fa,5,NULL,NULL
323ce52b5b81df2cd804b017b7f09aa7,30,NULL,NULL
324583d68897f5ddbaf38f6248322176,3,NULL,NULL
325f3178fb58e2a9778334621eecdbf9,46,NULL,NULL
327b89b872c14d1c0be7235ef4871685,3,NULL,NULL
3289d8c3eef4873f91ce0b1343c0dd58,1,NULL,NULL
328acb143b4a73aad6bee8e734f5d20d,2,NULL,NULL
3296662b1331dea51e744505065ae889,1,NULL,NULL
32b8764b4ef628b53608fc34011fcc13,38,NULL,NULL
32e5635e63cb374eb63afdd242fb6134,1,NULL,NULL
32f1bb9dfa65bc7df5c0d9d95a616be4,6,NULL,NULL
32f83ffe11cd40f7adcf4eef171f52d9,1,NULL,NULL
32fdd5d44ecb43dfd6a24b9369eca144,8,NULL,NULL
3338e7a0710a195872be80e0d2423867,1,NULL,NULL
333c4210e76a1aa2ab817b99437e3ff1,2,NULL,NULL
3340ef1913fb70d28420f6ceb685c339,42,NULL,NULL
334cab711dee080b079fa5779b584783,26,NULL,NULL
33576ec5412fb5905d876f12f33bfde6,32,NULL,NULL
3361277dc30b7cccdb0c286b24219756,42,NULL,NULL
3364a91ec4d56c98e44174de954b94f6,6,NULL,NULL
33a17d60c64393351ebf1ef860f4e0f2,47,NULL,NULL
33a6f4b1e7cdc205511e76ba1b6e0186,126,NULL,NULL
33ab10be054370c254ddfcf0a6253422,4,NULL,NULL
33ac3e28642ab8bda860a2f693000e78,35,NULL,NULL
33c51922b6e3c16b24a8f28e5833c99d,20,NULL,NULL
33cbbec1e7e1044aaf11d152172c776f,16,NULL,NULL
33cbda8716511e27e556dff9d8418bf2,6,NULL,NULL
33d677f27a69b84051204ee4ae76eaca,10,NULL,NULL
33dd941c27854f7625b968cc6195a552,5,NULL,NULL
33fd411ed63a7c2f9005e3f065d9f85d,1,NULL,NULL
34056b8b55c1775a22af2331670a799c,78,NULL,NULL
12c2ed9cded6138cf0c75f525f565fc7,4,NULL,NULL
13074f016982ff2bd6c58ced8682f000,15,NULL,NULL
131fcb0a0c9a47bba4474aacff0f14b7,4,NULL,NULL
1336efc61c316ddf92c899eb817f7cae,85,NULL,NULL
134285d1f41da5c13a756ee8142c8a4e,4,NULL,NULL
134a288e7de827ec5ec62e3ec9c3a295,9,NULL,NULL
134b867a0f7f8bbe6abf10f91874891e,1,NULL,NULL
13511db12ac61e2f89c53b72a944a60b,6,NULL,NULL
17eea220a40cc0d2c0c5346379682398,4,NULL,NULL
17f51e7198701186712e53a39c564617,61,NULL,NULL
180c3376aff0e43dd5788709df48a843,10,NULL,NULL
1835b56ce799e6a4dc4eddc053f04066,558,NULL,NULL
1838dd9b8977065acf51d95e0053ea7a,67,NULL,NULL
184725737946a1a938bbbd1a9e978103,3,NULL,NULL
184a67a8f9f63234d3a92340bbdb727f,11,NULL,NULL
186cdd1b2df32caa72cfb410bba768d3,6,NULL,NULL
189ca3538ce9f920cacf0f982cbe223b,5,NULL,NULL
11305281b50fff20ae8bb473f8e11876,40,NULL,NULL
113e3a788b935f48aad63e1c41dac1bd,48,NULL,NULL
116ccb1a1604bc88e4d234a8c23f33de,73,NULL,NULL
11742f81550ac064cc9a40f67151d9ad,2,NULL,NULL
117cfc326c6d50da67ca858ff5c0c852,5,NULL,NULL
11938fcc75f6902fea1d0a6f72b54a57,2,NULL,NULL
119c7f1a00ef43fad0e57604e76a747c,2,NULL,NULL
119d1aef1b4144adba89163f6cd9f5d4,4,NULL,NULL
11bfa66332777660bd0640ee84d47006,102,NULL,NULL
11d4c477d09821164bca4f70a2eae031,4,NULL,NULL
11eac105f3f90a9b87b19c89d91e24f3,5,NULL,NULL
11fb6f6d341adbe19e81733701704635,3,NULL,NULL
120476eb7a04c149d14772edaf5d9bf2,6,NULL,NULL
1284de4ae8aa26997e748c851557cf0e,3,NULL,NULL
128639473a139ac0f3e5f5ade55873a5,560,NULL,NULL
18e694e0e48ed6f7aa3f24aade5fd697,34,NULL,NULL
1900267e848ceeba8fa32d80c1a5f5a8,529,NULL,NULL
191d55f7edb8524d525ed01b20fe32e8,3,NULL,NULL
1927cdb9fa74f5270097f6250e8e8f34,1,NULL,NULL
19484c79cef6c062cb177aa4ef2fcc3c,1,NULL,NULL
1967a9e2ad6f51802b093147d861df58,2,NULL,NULL
1976a05ecf2996d6ffb7b5430e635fe7,9,NULL,NULL
1987cd4be10fe09ee50454f9c354d1c6,16,NULL,NULL
198c7ea11960a9844b544d9bcdca860c,25,NULL,NULL
1b938a7ec6ac5061a66a3766e0e75f90,33,NULL,NULL
1bb2bdb95f4841f1bba2c0d2cd83d3c9,85,NULL,NULL
1bb3812d5f0747a3ab7348f199001a10,9,NULL,NULL
1bc2e21de46adfea6b98cc96b00f3b40,5,NULL,NULL
1c129092bf23f28a5930387c980c0dfc,220,NULL,NULL
1c40343cc5d18c2d8248ac2f3366de34,22,NULL,NULL
1c56ffe0e9dea2657fc6e95b53f40b13,3,NULL,NULL
1c5e4e49b9079480255b49d50aac1aa9,12,NULL,NULL
1c68394e931a64f90ea236c5ea590300,171,NULL,NULL
1c742ac33582852aaf3bcfbf5893abcf,1,NULL,NULL
1c83418358f249c9d6affa52d579db0e,1,NULL,NULL
1996942dc085d7773ba77a529b163cd0,10,NULL,NULL
19a7c9f66ffa6452ff4b4c0cca71da27,1,NULL,NULL
19d62d484cba71963c93f0f00ab42013,1,NULL,NULL
19e0f40a907ec568c34bfac15de4f4a1,4,NULL,NULL
1a3df491d1c4f1589fc2b934ada68bf2,178,NULL,NULL
1a6245add4353f18ed55138808906979,1,NULL,NULL
1a8e2d9c38b84a9702ac7922924b0573,1,NULL,NULL
1a932caad4f9d804097d7f8e615baed1,30,NULL,NULL
1acde099eb406aa220b1169b188b42da,10,NULL,NULL
1b0b0f4f95e962d6f32fe90c759d0479,2,NULL,NULL
1b1ae47a313a825a7ccceb8e2e30fa9d,11,NULL,NULL
1b45169b635ef59425637e9a33eb5fb3,8,NULL,NULL
1b4b28463457a256e9a784ebe2a8f630,1,NULL,NULL
1b4c3a6f53068f0b6944d2d005c9fc89,117,NULL,NULL
1b61fb1f0f2185d89e9a126c498e9cc7,1,NULL,NULL
1b65c144b17e607c0f37f10bb7dfec8d,5,NULL,NULL
1b7e5006cb25dd23ce8686691013b121,11,NULL,NULL
1b8356dabde1d35e17cef975c3f82730,61,NULL,NULL
0dfbed20065e425d2eaefb101f9816c0,3,NULL,NULL
0e44d110fa6a54e121cb2c095a77762f,6,NULL,NULL
0e72c1a751b496722a6cb1f10653b62a,3,NULL,NULL
0e982cff76cc0579f632cea8a0e38c9d,12,NULL,NULL
0ea22c1cfbdc755f86b9b54b39c16043,269,NULL,NULL
0eaa7e33d73809f1f925f7d07c506cbd,15,NULL,NULL
0ebd97a106433a45a4aebe57c1799778,32,NULL,NULL
0ec28cec4046a4a199b6de9b4c891d97,4,NULL,NULL
0ed6ce5d87fd9c69eaacaeb778d67235,43,NULL,NULL
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,NULL,NULL
0ef83d7d83ed97cd2a0049ac8be5f88a,55,NULL,NULL
0f0c984a4a955310903b6b6008660bad,4,NULL,NULL
0f519b0d2e5eb2227c93dd25038bfc01,1,NULL,NULL
0f7eea709efdf942b5f95c7516dbacd7,3,NULL,NULL
0f80a40c312b2472dca482cf50f5186f,1,NULL,NULL
0f94588695d71662beec8d883ffacf09,1,NULL,NULL
0fe2d9733ed841eb064503920015a8c0,3,NULL,NULL
0ff83046c3fa22efee8ecf291888b191,11,NULL,NULL
0ffa40d54288e4f3499b8780dd0f144f,35,NULL,NULL
10076e5788b8ee532724bcd460baf762,26,NULL,NULL
10089e9f2fd0c668a8fd4e52e1698888,3,NULL,NULL
101921376b577a4540dc30e9009133ca,1,NULL,NULL
101a3a003516bc11253298b2fad3cb65,6,NULL,NULL
1025f0e2d44d7041d6cf58b6550e0bfa,1428,NULL,NULL
10264f60a8f0a4d2f30810f5c661c673,4,NULL,NULL
1099a00e0ee3a50935e6c2447ca090c5,3,NULL,NULL
10cdd491d1dbea8fb4ead97b19c334ce,3,NULL,NULL
0d33a55da925bbf1ff02af5f6059fc7f,24,NULL,NULL
0d4c8269e7f0401201794deef160edd6,4,NULL,NULL
0d83f8e03188682112cc0d93523705cc,8,NULL,NULL
0d85bbda9889ce1f7e63778d24f346eb,58,NULL,NULL
0daf5180aa44356f60f8effa533b55a2,2,NULL,NULL
0db783cfcd3b73998abc6e10e59a102f,137,NULL,NULL
0dd184061fb0eaa7ca37932c68ab91c5,193,NULL,NULL
0ddefe3c7a032b91f4e25b9c3a08fca1,10,NULL,NULL
112453736dbe3889cfb74e1aaa0ba0c1,14,NULL,NULL
0015a82c2db000af6aaaf3ae2ecb0532,3,NULL,NULL
001cca7ae9ae17fb1caed9dfb1094831,239,NULL,NULL
0aa2205ca24f113f4658a5c536667426,11,NULL,NULL
0ac4201fda2c68ebc0e47cb9423cf3c9,14,NULL,NULL
0ad80de75c811326389cfb1daba7d45e,6,NULL,NULL
1354d51653f645349064725ed204e85e,20,NULL,NULL
138dbe45fc62f1e244378131a6801526,58,NULL,NULL
139157dd4daa45c25b0807ffff348363,1,NULL,NULL
13c2ed7698b3ca92dad49e849219da59,9,NULL,NULL
13d058e4eeac2ce8217660b2f8a05812,23,NULL,NULL
13d95f0f6f73943d4ceffad0fc2cd32c,1,NULL,NULL
13dd308f81fea30cc670c656b2b46cc3,3,NULL,NULL
13e85aac53340018b40c2af68001b7e0,1,NULL,NULL
13f57c12a00ed4610db646b913a7f5c6,13,NULL,NULL
13fa2a6c6b9d0f43cb588d7c82117a12,10,NULL,NULL
141440cad9341e553f8401c574a2aa38,12,NULL,NULL
1430239a858e7682bbc43b20758af153,23,NULL,NULL
1444c08e64d55fb3c25f0f09c07ffcf2,1,NULL,NULL
1464afc72f696af775557a821c2e253f,30,NULL,NULL
14a08204d03bb6b6bde8029f801ae0eb,38,NULL,NULL
14d7985702e72162bbf13b6beb74ab2b,38,NULL,NULL
14ee35374a7876217954b5fa08e50463,6,NULL,NULL
14f2b3587172b9db894c9bad8dab520b,2,NULL,NULL
152ee17e4c8aaf53dac99f3462e4999b,6,NULL,NULL
154bdf805377afea75a3bd158e9eab10,1,NULL,NULL
1554a68530182680ad5c8b042c3ab563,269,NULL,NULL
157c3e4b42f81ac4a44e8b1ca2fe9876,31,NULL,NULL
1588ac4010787100dddef64568f0ae35,3,NULL,NULL
15aac934c58d886785ac1b17953ea898,26,NULL,NULL
15ac3c501e2599e4917316fde5c5669a,1,NULL,NULL
15aec03fe4cf30dfa574cf550f5ff5ff,1,NULL,NULL
15b3b1b81484422eb41df68ac87f1f50,2,NULL,NULL
15cd6eefe58588619aaed41dfa6621b1,18,NULL,NULL
15ead3a5037a918ddb520dfe39a3d2b9,8,NULL,NULL
15fa791d5e017f66402dc28c44480657,8,NULL,NULL
160851d3ece7aa1a510f8d1a4bb8a8af,2,NULL,NULL
16090f2ca825584b5a147ab24aa30c86,410,NULL,NULL
160e4f13fd3a64b1b86807be88b5ffb0,4,NULL,NULL
164a5a8794e6d42e14f55e447b12a3bc,1,NULL,NULL
165b1235e9e9942cb5fae67103576fb0,16,NULL,NULL
165fc07beebdcb6190fba8a06db2a449,64,NULL,NULL
1660ad786c27fd935378b6192a90b417,13,NULL,NULL
166e8f1381e09651983c38b1f6f91c11,2,NULL,NULL
167fd940acebc789debd6eb418c46e38,5,NULL,NULL
1690cada046eb7e92c12f98b1f8a8167,11,NULL,NULL
16bdc8cefd0e32a6f0824d296c5ad14a,1,NULL,NULL
1703bc09972dab9782e7a9194943b69f,1,NULL,NULL
1710c3aaa9c6b44ec3883ee0fe300e21,2,NULL,NULL
17306570e772e7718c92a562d33f5f1d,32,NULL,NULL
173d56ffbd4c56cb80fc3615487d712b,2,NULL,NULL
1746c1ae87ac63d530c7c943d0ac42e2,1,NULL,NULL
1771297ac436903d1dd6b0e9279aa505,36,NULL,NULL
1782ce2db72c3dda627d5e7c898104e1,10,NULL,NULL
17908cf9b444ee34047cadd5c0f4a516,11,NULL,NULL
17998cf586426bf0f2c3726cb0a4b211,2,NULL,NULL
179d859f51292aac5c10806a356f7af9,19,NULL,NULL
17a053fcb14bd219540cbde0df490be0,149,NULL,NULL
17adeba047385fb0c67d8e90b4296d21,3,NULL,NULL
17ca9b9e9b9ef8fdb529001b49ebb50f,129,NULL,NULL
0bebbb2cea103a4a020c95d43fd7d754,9,NULL,NULL
0bf0150d5b9d60d9cd2906003332f085,62,NULL,NULL
0bfd0b434243adc5c2e1aa6baf19c6aa,6,NULL,NULL
0c7533c71df861ec58ad7ff999ed0e8d,73,NULL,NULL
0c7f30ae9b147eca07affbef92832a6a,5,NULL,NULL
0c8380b62e38e8a1e6adbeba7eb9688c,220,NULL,NULL
0cab2da43793a6f3c5ed8514c5f54627,3,NULL,NULL
044668ccd5316b12a7cf0d54a156e3e9,4,NULL,NULL
04843805947f0fc584fc1969b6e50fe7,2,NULL,NULL
048c2757535328e0d7dac690ad3c0aae,51,NULL,NULL
04aa0a1c5ce6b222003403a3e11c3cc0,17,NULL,NULL
04aba03279157f6d4e0fe8ccaf21963c,16,NULL,NULL
04e38a233f726ef161074ab1c9b0399a,28,NULL,NULL
04ee0ec01589969663ba5967c0e0bdc0,1,NULL,NULL
0ade5cc4a305ed7093a23f68ca47519c,2,NULL,NULL
0aea4c6ae1505b3228ddf3dd7822ee5b,8,NULL,NULL
0af2ab31141893d26aca5a404a537dab,1,NULL,NULL
0af977692321d895349eded183341d28,2,NULL,NULL
0afccdb8a34ee5c79f7c06faf2b4d56e,25,NULL,NULL
0b09101900100c0e9d312861fad5a1b9,1,NULL,NULL
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,NULL,NULL
0b18d63d0cd1d723567903fd34a07df2,14,NULL,NULL
0b1ca3ef18a63d7eb0c8897fa0849c08,1,NULL,NULL
0b35c634521043bf4b47e21547b99ab5,78,NULL,NULL
0b36063d5818f81ccb94b54adfaebbf5,15,NULL,NULL
0b3f27369a4d8df98f7eb91077e438ac,2,NULL,NULL
0b46f784306be7200ca1700aa55d819f,1,NULL,NULL
0b64bcdb0784abc139af04077d49a20e,4,NULL,NULL
0b90b6df587eb83608a64ea8b390cf07,210,NULL,NULL
0bae85eb84b9fb3bd773911e89288d54,146,NULL,NULL
0bb27263628258b8111a0262769fa9db,1,NULL,NULL
0bb738e4d789e63e2267697c42d35a2d,31,NULL,NULL
0336182e1b3e92f029d5354832045fdf,2,NULL,NULL
034b9387752bfa309f350a70cd45ffa3,8,NULL,NULL
038b75b729c8a9a04b0d07cba7eabe86,2,NULL,NULL
039b29ff3b3473435d0cd59040575de9,9,NULL,NULL
039e6ad9dae79614493083e241147386,5,NULL,NULL
03a2a6dcbe45d639c4dc2a0d24769c40,9,NULL,NULL
03bd479e1d9484cdb14104d3023f7321,3,NULL,NULL
0417b067eeab773d2f7061a726dc477f,13,NULL,NULL
042573af89b6d931f672efaf789d8358,3,NULL,NULL
04308b1ee57b6625f47df1d56f00eedf,94,NULL,NULL
02b72cdeb9cfcc429f1af6f4e3f3b737,4,NULL,NULL
02c988090b766852e088c69d7fb3b551,17,NULL,NULL
02d35243ea2e497335cd0f076b45675d,16,NULL,NULL
02dcd3e8e25bee036e32512bcf175493,17,NULL,NULL
02ecc2a19303f05e59ce133fd923fff7,24,NULL,NULL
02f5837340d7eb4f653d676c7256523a,30,NULL,NULL
02f623a8eb246f3c5f7c2f96462654e6,44,NULL,NULL
002100f778ceb8431b7a1020ff7ab48f,55,NULL,NULL
003554e2dce176b5555353e4f3555ac8,1,NULL,NULL
004c9cd9d87a3c30c522c48c4fc07416,170,NULL,NULL
00720abe85ba0859807595bbf045a33b,26,NULL,NULL
00ab3eff1b5192e5f1a63bcecfee11c8,1,NULL,NULL
00d8b143d12632bad99c0ad66ad52825,1,NULL,NULL
00ee68308b45bc5e2660cd833c3f81cc,172,NULL,NULL
00fc707aaaad2d31347cf883cd2dfe10,135,NULL,NULL
010543a62bd80aa422851e79a3bc7540,2,NULL,NULL
010da0602d7774602cd1b3f5fb7b709e,5,NULL,NULL
011b0eaba87386a2ae96a7d32bb531d1,2,NULL,NULL
01266d4c46afa519678d16a8b683d325,3,NULL,NULL
013900e863eace745d3ec7614cab5b1a,26,NULL,NULL
014c0679dd340a0e338872e7ec85666a,15,NULL,NULL
014d9a685fd57276679edd00e07089e5,12,NULL,NULL
0176f73cc1195f367f7b32db1e5b3aa8,39,NULL,NULL
01bcc9d254a0143f0ce9791b960b2a47,11,NULL,NULL
01c97ebb5cdac52891c0ed1c37ba0012,12,NULL,NULL
01cf7e3d21494c41fb86034f2e714fa1,67,NULL,NULL
01ed254b9ff8407dfb9d99ba1e17d923,5,NULL,NULL
01fd077212124329bac32490e8ef80d9,39,NULL,NULL
01fdefa7697d26ad920e9e0346d4bd1b,131,NULL,NULL
0241d4d5d36f10f80c644447315af0bd,246,NULL,NULL
0249d282d911d23cb8b869ab49c99f53,11,NULL,NULL
024b564ae893ce8e9bfa02c10a401ece,8,NULL,NULL
028872bfa080090a9d0abd4f1af168f8,3,NULL,NULL
0509040ea3fe50071181bbc359eb7738,98,NULL,NULL
052577151711aec5c744fe12e66db3e1,4,NULL,NULL
054694fa03fe82cec4b7551487331d74,22,NULL,NULL
056b4ada5bbc2c50cc7842547dda6b51,66,NULL,NULL
0570350b23eda5444f8d1d9544932058,11,NULL,NULL
05730013efda596306417c3b09302475,4,NULL,NULL
058cb5aeb36d7c0fcae20fc85d5e0a59,13,NULL,NULL
058fd0aa2bfdb2274e05e1ae971dabb6,64,NULL,NULL
05a48cc8859962767935ab9087417fbb,1,NULL,NULL
05a940b4ecae36cadfd8e93bd9c43257,10,NULL,NULL
05aebce0b5c8f0d41b29b686f2d05fd3,2,NULL,NULL
05ca864204d09595ae591b93ea9cf93d,1,NULL,NULL
05d2173d43ea568aa0540eba70d2ca76,66,NULL,NULL
05e107217c7266362fd44b75b2cd4cc4,8,NULL,NULL
05f51e13da97139648b8125c31e5f51b,63,NULL,NULL
05feb94f19d094d4b0f9281f0b1d4c99,6,NULL,NULL
05ff92fedb5be47920fea08e501238b9,62,NULL,NULL
062c325cd6a2b87845fab56b4ec2eeae,2,NULL,NULL
062ce95fa2ad4dfaedfc79260130565f,60,NULL,NULL
06532f10282704ef4c69168b914b77be,9,NULL,NULL
06579cb253ecd5a3a12a9e6eb6bf8f47,72,NULL,NULL
066a6914e1ebf3ea95a216c73a986b91,74,NULL,NULL
0691148aee60ca47977c187804f935ae,53,NULL,NULL
0692610d8abe24f287e9fae90ea0bbee,4,NULL,NULL
06a2c3af7b3aee5d69171b0e14f0ee87,405,NULL,NULL
06bb3a2fe5e7b7a845b13e8fb91bd944,18,NULL,NULL
06df0c10d34e459d9672bc77388742eb,30,NULL,NULL
06e5eefc71ec47ae763c5c6f8db7064f,95,NULL,NULL
07017df32dc5f2f1d2801e579548d620,9,NULL,NULL
070d165398b553f3b4b851c216b8a358,39,NULL,NULL
0725b8c0f3f906e58f70cbe76b7c748c,37,NULL,NULL
0743a0239d764b9a0f959a57d07e36ab,4,NULL,NULL
